Object ID	Accession_1	Genes of transcription unit	Transcription_Units
TU0_8705	b1534	ydeE	ydeE
TU0_13250	b1411,b1410,b1409,b1408,b1411,b1410,b1409,b1408,b1411,b1410,b1409,b1408,b1411,b1410,b1409,b1408	ynbD,ynbC,ynbB,ynbA	ynbAp,ynbD,ynbC,ynbB,ynbA
TU0_7164	b3633	waaA	waaA
TU0_12857	b0239	frsA	frsA
TU0_41712	b1232	purU	purU
TU0_14502	b2805	fucR	fucR
TU564	b0912,b0911,b0912,b0911	ihfB,rpsA	rpsA_ihfB
TU582	b1286	rnb	rnb
TU0_14045	b3820	yigI	yigIp,yigI
TU0_13655	b2522	sseB	sseB
TU00234	b3265,b3266,b3265,b3266	acrE,acrF	acrEF
TU0_8725	b2071	yegJ	yegJ
TU0_13269	b1445	ydcX	ydcX
TU0_12876	b0286,b0285,b0284,b0283,b0286,b0285,b0284,b0283,b0286,b0285,b0284,b0283,b0286,b0285,b0284,b0283	paoA,paoB,paoC,paoD	paoA,paoB,paoC,paoD
TU0_7441	b1236	galU	galU
TU0_4189	b2958	yggN	yggN
TU0_14528	b3971,b3970,b3971,b3970	rrfB,rrlB	rrlB_rrfB
TU68	b3569	xylR	xylR
TU0_14062	b3873,b3872,b3873,b3872	yihM,yihL	yihM,yihL
TU0_13673	b2586	yfiM	yfiM
TU00250	b4224,b4225,b4224,b4225	chpS,chpB	chpSB
TU0_8741	b2577	yfiE	yfiE
TU0_13286	b1478	adhP	adhP
TU0_12892	b0321,b0320,b0319,b0318,b0321,b0320,b0319,b0318,b0321,b0320,b0319,b0318,b0321,b0320,b0319,b0318	yahG,yahF,yahE,yahD	yahG,yahF,yahE,yahD
TU0_7743	b1499	ydeO	ydeO
TU0_4242	b2970	yghF	yghF
TU0_14547	b4085,b4086,b4087,b4088,b4085,b4086,b4087,b4088,b4085,b4086,b4087,b4088,b4085,b4086,b4087,b4088	alsE,alsC,alsA,alsB	alsBACE
TU784	b3995	rsd	rsd
TU0_14078	b3915	fieF	fieF
TU00266	b1091,b1092,b1093,b1091,b1092,b1093,b1091,b1092,b1093	fabH,fabD,fabG	fabHDG
TU0_8758	b3027	ygiZ	ygiZ
TU0_13302	b1522	yneF	yneF
TU0_12911	b0374	yaiU	yaiU
TU0_7844	b0023	rpsT	rpsT
TU0_42466	b1916	sdiA	sdiA
TU0_14571	b4366,b4365,b4366,b4365	bglJ,yjjQ	yjjQ_bglJ
TU861	b2163	yeiL	yeiL
TU0_14104	b3999	yjaG	yjaG
TU00283	b3802,b3803,b3804,b3805,b3802,b3803,b3804,b3805,b3802,b3803,b3804,b3805,b3802,b3803,b3804,b3805	hemY,hemX,hemD,hemC	hemCDXY
TU0_13705	b4462,b2654,b4462,b2654	ygaQ_2,ygaQ_1	ygaQ_2,ygaQ_1
TU0_8778	b0624	crcB	crcB
TU0_13319	b1550	gnsB	gnsBp,gnsB
TU0_8143	b2465,b2464,b2465,b2464	tktB,talA	talA_tktB
TU0_12926	b0433	ampG	ampG
TU0_42486	b0001	thrL	thrL
TU0_14618	b0869,b0870,b0869,b0870	ybjT,ltaE	ltaEp,ybjT,ltaE
TU0_14122	b4057,b4056,b4057,b4056	yjbR,yjbQ	yjbQp,yjbR,yjbQ
TU00302	b0826,b0827,b0826,b0827	moeB,moeA	moeAB
TU0_13722	b2739,b2738,b2739,b2738	ygbM,ygbL	ygbM,ygbL
TU0_8799	b0535	fimZ	fimZ
TU0_13335	b1584,b1583,b1584,b1583	speG,ynfB	ynfBp,speG,ynfB
TU0_8241	b1863,b1864,b1863,b1864	ruvC,yebC	yebC_ruvC
TU0_12944	b0465	mscK	kefAp,mscK
TU0_42513	b3672	ivbL	ivbL
TU0_14640	b2388	glk	glkp1,,glk
TU0_14139	b4130	dtpC	dtpC
TU00320	b1602,b1603,b1602,b1603	pntB,pntA	pntAB
TU0_13739	b2795	ygdH	ygdH
TU0_8816	b2709	norR	norR
TU0_13353	b1635	gstA	gstAp,gstA
TU0_8323	b1207,b1208,b1209,b1207,b1208,b1209,b1207,b1208,b1209	prs,ispE,lolB	lolB_ispE_prs
TU0_12964	b0527	ybcI	ybcI
TU0_42537	b1094	acpP	acpP
TU0_14661	b3343,b3344,b3345,b3346,b3343,b3344,b3345,b3346,b3343,b3344,b3345,b3346,b3343,b3344,b3345,b3346	tusB,tusC,tusD,yheO	yheOp2,tusB,tusC,tusD,yheO
TU0_14157	b4191	ulaR	ulaR
TU00337	b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310	rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN	rplNXE_rpsNH_rplFR_rpsE_rpmD_rplO_secY_rpmJ
TU0_13757	b2844	yqeF	yqeF
TU0_8832	b3218	insH_10	insH_10
TU0_13369	b1688	ydiK	ydiK
TU0_8340	b1937	fliE	fliE
TU0_12981	b0560	nohB	nohB
TU0_42565	b2181	yejG	yejG
TU0_14680	b0238	gpt	gpt
TU0_14173	b4252	tabA	tabA
TU00356	b1763,b1765,b1764,b1763,b1765,b1764,b1763,b1765,b1764	topB,ydjA,selD	ydjA_selD_topB
TU0_13774	b2871	ygeX	ygeX
TU0_8848	b1139	lit	lit
TU0_13385	b1730	ydjO	ydjO
TU0_8360	b3519	treF	treF
TU0_12999	b0618,b0617,b0616,b0615,b0614,b0613,b0618,b0617,b0616,b0615,b0614,b0613,b0618,b0617,b0616,b0615,b0614,b0613,b0618,b0617,b0616,b0615,b0614,b0613,b0618,b0617,b0616,b0615,b0614,b0613,b0618,b0617,b0616,b0615,b0614,b0613	citC,citD,citE,citF,citX,citG	citCDEFXG
TU0_42588	b0757	galK	galK
TU0_14702	b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035	ygiC,ygiB,ygiA,tolC	tolC_ygiABC
TU0_14190	b4295	yjhU	yjhU
TU00372	b1521	uxaB	uxaB
TU0_13790	b2900	yqfB	yqfB
TU0_921	b1055	yceA	yceA
TU0_13403	b1787	yeaK	yeaK
TU0_8469	b2097	fbaB	fbaB
TU0_13015	b0656	insH_3	insH_3
TU0_4441	b2711,b2710,b2711,b2710	norW,norV	norVW
TU0_14744	b3624,b3625,b3624,b3625	waaZ,waaY	rfaYZ
TU0_14207	b4486	yjiV	yjiV
TU00389	b1283	osmB	osmB
TU0_13809	b2960,b2959,b2960,b2959	trmI,yggL	trmI,yggL
TU00010	b1704	aroH	aroH
TU0_13419	b1820	yobD	yobD
TU0_8487	b2418	pdxK	pdxK
TU0_13033	b0719	ybgD	ybgD
TU0_4623	b3469	zntA	zntA
TU0_14772	b4255	rraB	rraB
TU0_14224	b4388	serB	serB
TU00405	b0012	htgA	htgA
TU0_13826	b3014	yqhH	yqhH
TU00026	b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759	galM,galK,galT,galE	galETKM
TU0_13435	b1845	ptrB	ptrBp,ptrB
TU0_8503	b0820	ybiT	ybiT
TU0_13049	b0790,b0789,b0788,b0790,b0789,b0788,b0790,b0789,b0788	ybhP,clsB,ybhN	ybhP,clsB,ybhN
TU0_4881	b4476,b3437,b3438,b4476,b3437,b3438,b4476,b3437,b3438	gntU,gntK,gntR	gntRKU
TU0_14800	b1760	ynjH	ynjH
TU0_1424	b0095	ftsZ	ftsZ
TU00423	b2524,b2525,b2526,b2527,b2524,b2525,b2526,b2527,b2524,b2525,b2526,b2527,b2524,b2525,b2526,b2527	iscX,fdx,hscA,hscB	hscBA_fdx_iscX
TU0_13843	b3048,b3047,b3046,b3045,b3044,b3048,b3047,b3046,b3045,b3044,b3048,b3047,b3046,b3045,b3044,b3048,b3047,b3046,b3045,b3044,b3048,b3047,b3046,b3045,b3044	yqiI,yqiH,yqiG,insD_5,insC_5,insCD_5	insC_5p,yqiI,yqiH,yqiG,insD_5,insC_5,insCD_5
TU00042	b4019	metH	metH
TU0_13451	b1912	pgsA	pgsA
TU0_8521	b2576	srmB	srmB
TU0_13066	b0837	yliI	yliI
TU0_5003	b4143,b4142,b4143,b4142	groL,groS	groSL
TU0_14822	b1676	pykF	pykF
TU0_14258	b2709	norR	norR
TU00439	b2497,b2498,b2497,b2498	uraA,upp	upp_uraA
TU0_13860	b3089	sstT	sstTp,sstT
TU00058	b2499,b2500,b2499,b2500	purM,purN	purMN
TU0_13468	b1970	yedX	hiuHp6,yedX
TU0_8538	b0013	yaaI	yaaI
TU0_13082	b0899	ycaM	ycaM
TU0_5201	b0049,b0050,b0051,b0052,b0049,b0050,b0051,b0052,b0049,b0050,b0051,b0052,b0049,b0050,b0051,b0052	apaH,apaG,rsmA,pdxA	pdxA_rsmA_apaGH
TU0_1721	b4140	fxsA	fxsA
TU0_14291	b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198	lptB,lptA,lptC,kdsC	kdsC_lptCAB
TU00456	b4063	soxR	soxR
TU0_13877	b3157,b3156,b3157,b3156	yhbT,yhbS	yhbTp1,yhbT,yhbS
TU00074	b0605,b0606,b0605,b0606	ahpC,ahpF	ahpCF
TU0_13486	b2008	yeeA	yeeA
TU0_8554	b0380	yaiZ	yaiZ
TU0_13099	b0961,b0960,b0961,b0960	yccF,yccS	yccFp,yccF,yccS
TU0_5564	b2964,b2963,b2962,b2964,b2963,b2962,b2964,b2963,b2962	nupG,mltC,yggX	yggX_mltC_nupG
TU_8388	b2822	recC	recC
TU0_1921	b2663,b2662,b2661,b2663,b2662,b2661,b2663,b2662,b2661	gabP,gabT,gabD	gabDTP
TU0_14308	b3358	yhfK	yhfK
TU00474	b2553	glnB	glnB
TU0_13893	b3219,b4549,b3219,b4549	yhcF,ychE_2	yhcF,ychE_2
TU00090	b3774	ilvC	ilvC
TU0_13503	b4437	sibB	sibBp,sibB
TU0_8571	b3064	tsaD	tsaD
TU0_13115	b1017,b1016,b1017,b1016	efeU_2,efeU_1	,efeU_1p,efeU_2,efeU_1
TU0_5903	b3870	glnA	glnA
TU_8412	b0652,b0653,b0654,b0655,b0652,b0653,b0654,b0655,b0652,b0653,b0654,b0655,b0652,b0653,b0654,b0655	sroC,gltL,gltK,gltJ,gltI	gltIJKL_sroC
TU0_2402	b0351,b0352,b0350,b0349,b0348,b0347,b0351,b0352,b0350,b0349,b0348,b0347,b0351,b0352,b0350,b0349,b0348,b0347,b0351,b0352,b0350,b0349,b0348,b0347,b0351,b0352,b0350,b0349,b0348,b0347,b0351,b0352,b0350,b0349,b0348,b0347	mhpF,mhpE,mhpD,mhpC,mhpB,mhpA	mhpABCDFE
TU0_14326	b2939	yqgB	yqgB
TU00490	b0244	thrW	thrW
TU0_13909	b3291	mscL	mscLp,mscL
TU00107	b1136	icd	icd
TU0_13520	b2116	molR_2	molR_2
TU0_8588	b3520	yhjB	yhjB
TU0_13131	b1065	mdtH	mdtH
TU0_6362	b4216	ytfJ	ytfJ
TU_8441	b4209	ytfE	ytfE
TU0_2603	b3699	gyrB	gyrB
TU0_14344	b0147	thpR	ligT
TU00506	b4270	leuX	leuX
TU0_13927	b3395,b3394,b3393,b3392,b3395,b3394,b3393,b3392,b3395,b3394,b3393,b3392,b3395,b3394,b3393,b3392	hofM,hofN,hofO,hofP	hofMp,hofM,hofN,hofO,hofP
TU00123	b4035,b4036,b4037,b4035,b4036,b4037,b4035,b4036,b4037	malK,lamB,malM	malK_lamB_malM
TU0_13537	b2145,b2144,b2145,b2144	yeiS,sanA	yeiS,sanA
TU0_8605	b4482	yigE	yigE
TU0_13148	b1142,b1141,b1140,b1142,b1141,b1140,b1142,b1141,b1140	ymfH,xisE,intE	ymfH,xisE,intE
TU0_6444	b4025	pgi	pgi
TU0_1123	b0785,b0784,b0783,b0782,b0781,b0785,b0784,b0783,b0782,b0781,b0785,b0784,b0783,b0782,b0781,b0785,b0784,b0783,b0782,b0781,b0785,b0784,b0783,b0782,b0781	moaE,moaD,moaC,moaB,moaA	moaABCDE
TU0_3122	b0484	copA	copA
TU0_14364	b1133	mnmA	mnmA
TU00522	b0113,b0114,b0115,b0116,b0113,b0114,b0115,b0116,b0113,b0114,b0115,b0116,b0113,b0114,b0115,b0116	pdhR,aceE,aceF,lpd	pdhR_aceEF_lpdA
TU0_13945	b3472	dcrB	dcrB
TU00139	b1237	hns	hns
TU0_13555	b2183	rsuA	rsuA
TU0_8622	b4281	yjhD	yjhD
TU0_13164	b4520	ymgF	ymgF
TU0_6511	b3778	rep	rep
TU0_1193	b3700,b3701,b3700,b3701	recF,dnaN	dnaN_recF
TU0_3382	b0755	gpmA	gpmA
TU0_14386	b3249,b3250,b3251,b3249,b3250,b3251,b3249,b3250,b3251	mreD,mreC,mreB	mreBCD
TU163	b3404,b3405,b3404,b3405	envZ,ompR	ompR_envZ
TU0_13962	b3508	yhiD	yhiD
TU00156	b1221,b1222,b1221,b1222	narL,narX	narXL
TU0_13571	b2266	elaB	elaB
TU0_8639	b1585	ynfC	ynfC
TU0_13180	b1228	ychS	ychS
TU0_6569	b2957	ansB	ansB
TU0_12792	b0011	yaaW	yaaW
TU0_3581	b2306,b2307,b2308,b2309,b2310,b2306,b2307,b2308,b2309,b2310,b2306,b2307,b2308,b2309,b2310,b2306,b2307,b2308,b2309,b2310,b2306,b2307,b2308,b2309,b2310	hisP,hisM,hisQ,hisJ,argT	argT_hisJQMP
TU0_14406	b2712	hypF	hypF
TU301	b2406,b2407,b2406,b2407	xapB,xapA	xapAB
TU0_13981	b4553	ysaB	ysaB
TU00172	b0809,b0810,b0811,b0809,b0810,b0811,b0809,b0810,b0811	glnQ,glnP,glnH	glnHPQ
TU0_13587	b2301	yfcF	yfcF
TU0_8656	b3002	yqhA	yqhA
TU0_13203	b1287	yciW	yciWp,yciW
TU0_6647	b0215	dnaQ	dnaQ
TU0_1281	b4637,b0683,b4637,b0683	uof,fur	uof_fur
TU0_36418	b3724,b3725,b3726,b3727,b3724,b3725,b3726,b3727,b3724,b3725,b3726,b3727,b3724,b3725,b3726,b3727	phoU,pstB,pstA,pstC	pstCAB_phoU
TU0_14429	b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040	csgG,csgF,csgE,csgD	csgDEFG
TU359	b4137	cutA	cutA
TU0_13997	b3611	yibN	yibN
TU00188	b3924	fpr	fpr
TU0_13604	b2360,b2359,b2360,b2359	yfdQ,yfdP	yfdQ,yfdP
TU0_8674	b0900	ycaN	ycaN
TU0_13220	b1332	ynaJ	ynaJ
TU0_6821	b0598	cstA	cstA
TU0_12826	b0164	yaeI	yaeI
TU0_36440	b4041	plsB	plsB
TU0_14464	b0676	nagC	nagC
TU443	b1094,b1093,b1094,b1093	acpP,fabG	fabG_acpP
TU0_14012	b3664	adeQ	adeQ
TU00204	b2937,b2938,b2937,b2938	speB,speA	speAB
TU0_13621	b2412	zipA	zipA
TU0_8691	b1220	ychO	ychO
TU0_13237	b1374	pinR	pinR
TU0_7	b4355	tsr	tsr
TU0_12844	b0217	yafT	yafT
TU0_4021	b1285	gmr	gmr
TU0_14487	b4010,b4009,b4008,b4007,b4010,b4009,b4008,b4007,b4010,b4009,b4008,b4007,b4010,b4009,b4008,b4007	rrfE,rrlE,gltV,rrsE	rrsE_gltV_rrlE_rrfE
TU521	b2782,b2783,b2784,b2782,b2783,b2784,b2782,b2783,b2784	mazF,mazE,relA	relA_mazEF
TU0_14028	b3720,b3719,b3718,b3720,b3719,b3718,b3720,b3719,b3718	bglH,yieL,yieK	bglH,yieL,yieK
TU0_13638	b2466	ypfG	ypfG
TU00218	b3941	metF	metF
TU0_8708	b1624	ydgJ	ydgJ
TU0_13253	b1418	cybB	cybB
TU0_7201	b2537	hcaR	hcaR
TU0_12860	b0253,b0252,b0253,b0252	ykfA,yafZ	ykfA,yafZ
TU0_41760	b1377,b1378,b1377,b1378	ompN,ydbK	ydbK_ompN
TU0_14509	b2903	gcvP	gcvP
TU0_41792	b1492	gadC	,gadC
TU0_14512	b2691	argQ	argQ
TU586	b3516,b3517,b3516,b3517	gadX,gadA	gadAX
TU0_14048	b3823	rhtC	rhtC
TU0_13658	b2533	suhB	suhB
TU00237	b0110,b0111,b0110,b0111	ampD,ampE	ampDE
TU0_8728	b2238	yfaH	yfaH
TU0_13272	b1449	curA	curA
TU0_12879	b0293	ecpA	matBp5,ecpA
TU0_7521	b3962	sthA	sthA
TU0_4192	b3055	ygiM	htrG
TU684	b1872,b1873,b1872,b1873	torZ,torY	torYZ
TU0_14065	b3877,b3876,b3877,b3876	yihP,yihO	yihP,yihO
TU0_13677	b2597	raiA	raiAp,raiA
TU00253	b4397,b4398,b4399,b4400,b4397,b4398,b4399,b4400,b4397,b4398,b4399,b4400,b4397,b4398,b4399,b4400	creA,creB,creC,creD	creABCD
TU0_8744	b2623	yfjH	yfjH
TU0_13289	b1494	pqqL	pqqL
TU0_12895	b0325	yahK	yahK
TU0_7746	b2371,b2372,b2373,b2374,b2375,b2371,b2372,b2373,b2374,b2375,b2371,b2372,b2373,b2374,b2375,b2371,b2372,b2373,b2374,b2375,b2371,b2372,b2373,b2374,b2375	yfdE,yfdV,oxc,frc,yfdX	yfdX
TU0_42451	b4460,b1900,b1901,b4460,b1900,b1901,b4460,b1900,b1901	araH,araG,araF	araFGH
TU0_14550	b1308,b1307,b1306,b1305,b1308,b1307,b1306,b1305,b1308,b1307,b1306,b1305,b1308,b1307,b1306,b1305	pspE,pspD,pspC,pspB	pspBCDE
TU789	b1594	mlc	mlc
TU0_14082	b3921	yiiR	yiiR
TU00269	b3410,b3408,b3409,b3410,b3408,b3409,b3410,b3408,b3409	feoC,feoA,feoB	feoABC
TU0_13692	b2628,b2627,b2628,b2627	abpA,abpB	abpA,abpB
TU0_8761	b3227	dcuD	dcuD
TU0_13305	b1526	yneJ	yneJ
TU0_12914	b0387	yaiI	yaiI
TU0_7901	b2148,b2149,b2148,b2149	mglC,mglA	mglAC
TU0_42470	b3652	recG	recG
TU0_14576	b0623	cspE	cspE
TU864	b1020	phoH	phoH
TU0_14107	b4020	yjbB	yjbBp,yjbB
TU00286	b4348,b4349,b4348,b4349	hsdS,hsdM	hsdMS
TU0_13708	b2665	ygaU	ygaUp4,ygaU
TU0_8781	b3182	dacB	dacB
TU0_13322	b1560,b1559,b1560,b1559	ydfU,ydfT	ydfU,ydfT
TU0_8147	b1453	ansP	ansP
TU0_12931	b0442	ybaV	ybaV
TU0_42493	b1552	cspI	cspI,cspIp2
TU0_14622	b1084	rne	rnep4,rne
TU0_14125	b4066	yjcF	yjcF
TU00305	b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208,b2194,b2195,b2196,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206,b2207,b2208	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA,napC,napB,napH,napG,napA,napD,napF	napFDAGHBC_ccmABCDEFGH
TU0_13725	b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754,b2760,b2759,b2758,b2757,b2756,b2755,b2754	casA,casB,casC,casD,casE,cas1,cas2	casp,casA,casB,casC,casD,casE,cas1,cas2
TU0_8804	b3653	gltS	gltS
TU0_13338	b1593	ynfK	ynfK
TU0_8244	b1862	yebB	yebB
TU0_12947	b0469	apt	aptp,apt
TU0_42516	b3766	ilvL	ilvL
TU0_14644	b2464	talA	talAp,talA
TU0_14142	b4145	yjeJ	yjeJ
TU00323	b2502,b2501,b2502,b2501	ppx,ppk	ppk_ppx
TU0_13742	b2812	tcdA	tcdA
TU0_8819	b2193	narP	narP
TU0_13356	b1646	sodC	sodCp,sodC
TU0_8326	b1995	yoeA	yoeA
TU0_12967	b0532,b0531,b0532,b0531	sfmD,sfmC	sfmD,sfmC
TU0_42543	b3225	nanA	nanA
TU0_14665	b3844	fre	frep2,fre
TU0_14160	b4210	ytfF	ytfF
TU00340	b3703,b3704,b3703,b3704	rpmH,rnpA	rpmH_rnpA
TU0_13760	b2848,b2847,b2848,b2847	yqeJ,yqeI	yqeJ,yqeI
TU0_8835	b2192	insH_8	insH_8
TU0_13372	b1690	ydiM	ydiM
TU0_8344	b2731,b2730,b2729,b2728,b2727,b2726,b2731,b2730,b2729,b2728,b2727,b2726,b2731,b2730,b2729,b2728,b2727,b2726,b2731,b2730,b2729,b2728,b2727,b2726,b2731,b2730,b2729,b2728,b2727,b2726,b2731,b2730,b2729,b2728,b2727,b2726	fhlA,hypE,hypD,hypC,hypB,hypA	hypABCDE_fhlA
TU0_12985	b0577	ybdG	ybdG
TU0_42568	b0390,b0389,b0388,b0390,b0389,b0388,b0390,b0389,b0388	aroM,yaiA,aroL	aroL_yaiA_aroM
TU0_14683	b4400	creD	creD
TU0_14176	b4262,b4261,b4262,b4261	lptG,lptF	lptG,lptF
TU00359	b0122,b0120,b0121,b0122,b0120,b0121,b0122,b0120,b0121	yacC,speD,speE	yacC_speED
TU0_13777	b2874	yqeA	yqeA
TU0_8856	b1715	pheM	pheM
TU0_13389	b1757	ynjE	ynjEp,ynjE
TU0_8364	b1235	rssB	rssB
TU0_13002	b0626,b0625,b0626,b0625	ybeM_2,ybeM_1	ybeM_2,ybeM_1
TU0_42592		micL	micL
TU0_14715	b2429,b2428,b2429,b2428	murP,murQ	murQP
TU0_14193	b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300,b4305,b4565,b4304,b4303,b4302,b4301,b4300	sgcX,sgcB,sgcC,sgcQ,sgcA,sgcE,sgcR	sgcX,sgcB,sgcC,sgcQ,sgcA,sgcE,sgcR
TU00375	b2366	dsdA	dsdA
TU0_13793	b2910	zapA	zapA
TU0_962	b1272	sohB	sohB
TU0_13406	b1795	yeaQ	yeaQ
TU0_8473	b1634	dtpA	tppB
TU0_13018	b0661	miaB	miaB
TU0_4462	b2787,b2788,b2789,b2787,b2788,b2789,b2787,b2788,b2789	gudD,gudX,gudP	gudPXD
TU0_14749	b3093	exuT	exuT
TU0_14210	b4356	lgoT	lgoT
TU00392	b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040,b1037,b1038,b1039,b1040	csgG,csgF,csgE,csgD	csgDEFG
TU0_13813	b2971	yghG	yghG
TU00013	b0774	bioA	bioA
TU0_13421	b1822	rlmA	rlmA
TU0_8490	b1127	pepT	pepT
TU0_13036	b0749	lysQ	lysQ
TU0_4681	b4268	idnK	idnK
TU0_14782	b0240	crl	crl
TU0_14227	b4051	qor	qorp,qor
TU00408	b0730	mngR	mngR
TU0_13829	b3018	plsC	plsC
TU00029	b3868,b3869,b3870,b3868,b3869,b3870,b3868,b3869,b3870	glnG,glnL,glnA	glnALG
TU0_13438	b1848	yebG	yebGp,yebG
TU0_8506	b3936	rpmE	rpmE
TU0_13052	b0802	ybiJ	ybiJ
TU0_4904	b1780,b1779,b1780,b1779	yeaD,gapA	gapA_yeaD
TU0_14803	b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250,b0245,b0246,b4504,b0247,b0248,b0249,b0250	ykfI,yafW,ykfH,ykfG,yafX,ykfF,ykfB	ykfBF_yafX_ykfGH_yafW_ykfI
TU0_14242	b1436	yncJ	yncJ
TU00426	b3461	rpoH	rpoH
TU0_13846	b3052	rfaE	rfaE
TU00045	b1223	narK	narK
TU0_13455	b1930,b1929,b1930,b1929	yedF,yedE	yedF,yedE
TU0_8524	b0483	ybaQ	ybaQ
TU0_13069	b0845,b0844,b0845,b0844	ybjJ,ybjI	ybjJ,ybjI
TU0_5042	b3094	exuR	exuR
TU0_1541	b4355	tsr	tsr
TU0_14264	b3929	rraA	rraA
TU00443	b2926,b2927,b2926,b2927	pgk,epd	epd_pgk
TU0_13864	b3101	yqjF	yqjF
TU00061	b0945	pyrD	pyrD
TU0_13471	b1976	mtfA	mtfA
TU0_8541	b0208	yafC	yafC
TU0_13085	b0906	ycaP	ycaP
